Image,Detected_Classes,Class_Frequencies
img/52139.png,"['person', 'cell phone', 'toothbrush', 'bicycle', 'bird', 'scissors', 'tv', 'chair', 'hair drier', 'bottle', 'dining table', 'teddy bear', 'horse', 'remote', 'couch', 'stop sign']","{'person': 73, 'cell phone': 2, 'toothbrush': 1, 'bicycle': 4, 'bird': 4, 'scissors': 1, 'tv': 1, 'chair': 4, 'hair drier': 1, 'bottle': 2, 'dining table': 1, 'teddy bear': 2, 'horse': 1, 'remote': 1, 'couch': 1, 'stop sign': 1}"
img/80914.png,"['bird', 'person', 'car', 'potted plant', 'traffic light', 'kite']","{'bird': 40, 'person': 8, 'car': 2, 'potted plant': 1, 'traffic light': 2, 'kite': 1}"
img/09687.png,"['person', 'bed', 'refrigerator']","{'person': 14, 'bed': 2, 'refrigerator': 1}"
img/87913.png,"['person', 'cell phone', 'elephant', 'dining table', 'umbrella', 'kite', 'clock', 'handbag']","{'person': 92, 'cell phone': 1, 'elephant': 1, 'dining table': 1, 'umbrella': 1, 'kite': 1, 'clock': 1, 'handbag': 2}"
img/87013.png,"['person', 'chair', 'bowl', 'backpack', 'handbag', 'bench', 'dog', 'bicycle', 'cat']","{'person': 3, 'chair': 3, 'bowl': 1, 'backpack': 3, 'handbag': 2, 'bench': 1, 'dog': 1, 'bicycle': 1, 'cat': 1}"
img/06593.png,"['person', 'tv', 'refrigerator', 'oven', 'keyboard', 'bowl', 'truck', 'laptop', 'chair', 'scissors', 'car', 'microwave']","{'person': 1, 'tv': 1, 'refrigerator': 1, 'oven': 1, 'keyboard': 2, 'bowl': 1, 'truck': 1, 'laptop': 1, 'chair': 2, 'scissors': 1, 'car': 1, 'microwave': 1}"
img/21863.png,"['person', 'backpack', 'horse', 'cow', 'snowboard', 'bench', 'skateboard', 'elephant']","{'person': 22, 'backpack': 1, 'horse': 3, 'cow': 1, 'snowboard': 1, 'bench': 1, 'skateboard': 2, 'elephant': 1}"
img/06329.png,"['person', 'bird', 'sports ball', 'toothbrush', 'tie', 'cup', 'frisbee', 'tennis racket', 'vase', 'bottle', 'baseball bat']","{'person': 2, 'bird': 1, 'sports ball': 1, 'toothbrush': 1, 'tie': 2, 'cup': 1, 'frisbee': 1, 'tennis racket': 1, 'vase': 1, 'bottle': 1, 'baseball bat': 1}"
img/39527.png,"['person', 'tie', 'chair', 'cell phone', 'bench']","{'person': 12, 'tie': 1, 'chair': 3, 'cell phone': 2, 'bench': 1}"
img/85471.png,"['person', 'cow', 'sheep']","{'person': 3, 'cow': 1, 'sheep': 1}"
img/02751.png,['bird'],{'bird': 1}
img/48956.png,"['person', 'book']","{'person': 1, 'book': 1}"
img/39247.png,"['dog', 'cow', 'sheep', 'horse', 'bird']","{'dog': 1, 'cow': 1, 'sheep': 1, 'horse': 1, 'bird': 1}"
img/32605.png,"['person', 'sheep', 'horse', 'cow']","{'person': 1, 'sheep': 2, 'horse': 1, 'cow': 1}"
img/75136.png,"['person', 'cell phone', 'clock', 'backpack', 'baseball glove']","{'person': 20, 'cell phone': 2, 'clock': 1, 'backpack': 2, 'baseball glove': 1}"
img/83091.png,"['person', 'tie']","{'person': 1, 'tie': 2}"
img/52847.png,"['person', 'giraffe', 'horse', 'toothbrush']","{'person': 1, 'giraffe': 1, 'horse': 1, 'toothbrush': 1}"
img/25463.png,"['person', 'bed', 'laptop', 'book']","{'person': 3, 'bed': 1, 'laptop': 1, 'book': 1}"
img/04239.png,"['motorcycle', 'hair drier', 'scissors', 'airplane']","{'motorcycle': 2, 'hair drier': 1, 'scissors': 2, 'airplane': 2}"
img/17852.png,"['person', 'cell phone', 'clock', 'backpack', 'handbag', 'baseball glove']","{'person': 18, 'cell phone': 3, 'clock': 3, 'backpack': 1, 'handbag': 1, 'baseball glove': 1}"
img/85420.png,"['person', 'sheep', 'teddy bear', 'donut', 'cow', 'horse', 'dog', 'hot dog', 'bird', 'sandwich', 'elephant']","{'person': 3, 'sheep': 4, 'teddy bear': 2, 'donut': 3, 'cow': 4, 'horse': 3, 'dog': 3, 'hot dog': 1, 'bird': 1, 'sandwich': 1, 'elephant': 1}"
img/34067.png,"['person', 'cell phone']","{'person': 1, 'cell phone': 1}"
img/41692.png,"['scissors', 'motorcycle', 'hair drier', 'airplane']","{'scissors': 2, 'motorcycle': 2, 'hair drier': 1, 'airplane': 2}"
img/93481.png,"['person', 'backpack', 'dog', 'cat', 'sheep', 'bird', 'handbag', 'bear']","{'person': 6, 'backpack': 9, 'dog': 1, 'cat': 1, 'sheep': 1, 'bird': 1, 'handbag': 1, 'bear': 1}"
img/73842.png,['person'],{'person': 3}
img/95302.png,"['person', 'tie', 'handbag', 'dog']","{'person': 1, 'tie': 1, 'handbag': 1, 'dog': 1}"
img/70148.png,"['elephant', 'bear', 'dog', 'sheep', 'teddy bear', 'person']","{'elephant': 3, 'bear': 1, 'dog': 1, 'sheep': 1, 'teddy bear': 1, 'person': 1}"
img/47265.png,"['person', 'bed', 'dog', 'bird', 'banana', 'sports ball', 'backpack', 'tie', 'handbag', 'couch', 'teddy bear']","{'person': 43, 'bed': 2, 'dog': 3, 'bird': 2, 'banana': 5, 'sports ball': 1, 'backpack': 2, 'tie': 6, 'handbag': 2, 'couch': 1, 'teddy bear': 1}"
img/20854.png,"['car', 'person', 'truck']","{'car': 17, 'person': 4, 'truck': 2}"
img/74531.png,"['person', 'sports ball', 'bed', 'dog', 'bicycle', 'bench', 'skateboard', 'teddy bear', 'motorcycle', 'car', 'cell phone', 'baseball glove', 'truck', 'elephant', 'suitcase']","{'person': 14, 'sports ball': 1, 'bed': 3, 'dog': 3, 'bicycle': 3, 'bench': 4, 'skateboard': 2, 'teddy bear': 4, 'motorcycle': 2, 'car': 1, 'cell phone': 1, 'baseball glove': 1, 'truck': 1, 'elephant': 1, 'suitcase': 1}"
img/20413.png,"['person', 'cell phone']","{'person': 1, 'cell phone': 1}"
img/48123.png,"['cake', 'donut', 'pizza']","{'cake': 2, 'donut': 2, 'pizza': 1}"
img/92158.png,"['dog', 'person', 'cat', 'sheep', 'cow']","{'dog': 3, 'person': 2, 'cat': 2, 'sheep': 2, 'cow': 1}"
img/09675.png,['person'],{'person': 1}
img/08541.png,"['person', 'umbrella']","{'person': 1, 'umbrella': 1}"
img/95306.png,"['cup', 'bottle', 'vase', 'dining table', 'spoon']","{'cup': 3, 'bottle': 2, 'vase': 3, 'dining table': 2, 'spoon': 1}"
img/47680.png,['person'],{'person': 1}
img/32564.png,"['traffic light', 'car']","{'traffic light': 1, 'car': 1}"
img/19384.png,"['dog', 'sheep', 'cow', 'horse']","{'dog': 3, 'sheep': 1, 'cow': 1, 'horse': 1}"
img/17904.png,"['person', 'dining table', 'chair']","{'person': 1, 'dining table': 1, 'chair': 1}"
img/09513.png,"['person', 'horse', 'dog', 'sheep']","{'person': 3, 'horse': 1, 'dog': 4, 'sheep': 2}"
img/30815.png,"['person', 'backpack', 'handbag', 'chair', 'book', 'dining table', 'potted plant', 'bench']","{'person': 11, 'backpack': 5, 'handbag': 12, 'chair': 6, 'book': 3, 'dining table': 2, 'potted plant': 1, 'bench': 1}"
img/05879.png,"['traffic light', 'person', 'stop sign', 'donut']","{'traffic light': 2, 'person': 1, 'stop sign': 2, 'donut': 1}"
img/75039.png,"['person', 'cell phone', 'umbrella', 'kite', 'sports ball']","{'person': 44, 'cell phone': 1, 'umbrella': 1, 'kite': 1, 'sports ball': 1}"
img/52140.png,"['person', 'clock', 'chair', 'handbag']","{'person': 10, 'clock': 2, 'chair': 3, 'handbag': 3}"
img/64038.png,"['horse', 'person', 'tie', 'tennis racket']","{'horse': 1, 'person': 1, 'tie': 3, 'tennis racket': 1}"
img/87352.png,"['person', 'clock', 'remote']","{'person': 1, 'clock': 1, 'remote': 1}"
img/06243.png,"['person', 'potted plant']","{'person': 1, 'potted plant': 2}"
img/90143.png,"['sports ball', 'frisbee']","{'sports ball': 1, 'frisbee': 1}"
img/37289.png,"['person', 'skis']","{'person': 1, 'skis': 9}"
img/54093.png,['person'],{'person': 1}
img/62719.png,"['person', 'bed', 'cake', 'handbag']","{'person': 6, 'bed': 2, 'cake': 1, 'handbag': 1}"
img/84670.png,"['knife', 'teddy bear', 'bed', 'vase', 'bowl', 'cell phone', 'donut', 'person', 'cake', 'book', 'bottle', 'sandwich']","{'knife': 2, 'teddy bear': 2, 'bed': 1, 'vase': 1, 'bowl': 1, 'cell phone': 1, 'donut': 1, 'person': 1, 'cake': 1, 'book': 2, 'bottle': 1, 'sandwich': 1}"
img/98721.png,"['donut', 'cake', 'dining table', 'sandwich']","{'donut': 1, 'cake': 1, 'dining table': 1, 'sandwich': 1}"
img/42705.png,"['dog', 'sheep', 'bear', 'horse', 'cow', 'giraffe', 'cat', 'bird']","{'dog': 3, 'sheep': 1, 'bear': 3, 'horse': 1, 'cow': 1, 'giraffe': 1, 'cat': 1, 'bird': 2}"
img/26781.png,['train'],{'train': 2}
img/05792.png,['person'],{'person': 1}
img/35146.png,"['person', 'donut']","{'person': 1, 'donut': 1}"
img/04583.png,"['person', 'tie']","{'person': 2, 'tie': 1}"
img/30864.png,"['dog', 'bear', 'sheep', 'bird', 'teddy bear', 'cat']","{'dog': 2, 'bear': 2, 'sheep': 2, 'bird': 1, 'teddy bear': 2, 'cat': 1}"
img/98340.png,['person'],{'person': 1}
img/65148.png,"['person', 'dining table']","{'person': 1, 'dining table': 1}"
img/38754.png,['person'],{'person': 1}
img/79134.png,['person'],{'person': 1}
img/59028.png,"['person', 'bench', 'tie', 'wine glass', 'chair', 'dining table']","{'person': 4, 'bench': 1, 'tie': 2, 'wine glass': 1, 'chair': 2, 'dining table': 1}"
img/76854.png,"['person', 'frisbee', 'surfboard', 'handbag', 'mouse', 'umbrella', 'dining table', 'boat', 'tennis racket', 'suitcase', 'cake', 'kite', 'tie', 'chair']","{'person': 5, 'frisbee': 2, 'surfboard': 2, 'handbag': 1, 'mouse': 1, 'umbrella': 2, 'dining table': 1, 'boat': 1, 'tennis racket': 1, 'suitcase': 1, 'cake': 1, 'kite': 2, 'tie': 1, 'chair': 1}"
img/82950.png,"['person', 'car', 'truck', 'potted plant']","{'person': 1, 'car': 3, 'truck': 1, 'potted plant': 6}"
img/80473.png,"['person', 'baseball bat', 'bench']","{'person': 3, 'baseball bat': 1, 'bench': 1}"
img/91637.png,"['person', 'car', 'cup', 'tie', 'bottle', 'cell phone', 'backpack']","{'person': 7, 'car': 2, 'cup': 1, 'tie': 2, 'bottle': 2, 'cell phone': 1, 'backpack': 1}"
img/07612.png,"['person', 'chair', 'handbag', 'suitcase', 'backpack', 'motorcycle', 'tie', 'car', 'bench', 'tv', 'bicycle', 'truck']","{'person': 23, 'chair': 5, 'handbag': 2, 'suitcase': 3, 'backpack': 3, 'motorcycle': 2, 'tie': 3, 'car': 4, 'bench': 2, 'tv': 1, 'bicycle': 2, 'truck': 1}"
img/08653.png,"['person', 'potted plant', 'chair', 'bottle']","{'person': 7, 'potted plant': 2, 'chair': 1, 'bottle': 1}"
img/79452.png,"['person', 'backpack', 'remote', 'motorcycle', 'handbag', 'kite', 'cell phone', 'bicycle', 'banana', 'traffic light', 'book', 'truck']","{'person': 28, 'backpack': 2, 'remote': 1, 'motorcycle': 2, 'handbag': 4, 'kite': 3, 'cell phone': 1, 'bicycle': 2, 'banana': 1, 'traffic light': 1, 'book': 2, 'truck': 1}"
img/42589.png,"['cell phone', 'remote', 'cake', 'keyboard', 'bed', 'train', 'bowl', 'oven']","{'cell phone': 1, 'remote': 1, 'cake': 3, 'keyboard': 1, 'bed': 1, 'train': 1, 'bowl': 1, 'oven': 1}"
img/92837.png,"['hot dog', 'knife', 'dining table', 'baseball bat', 'carrot', 'cell phone']","{'hot dog': 7, 'knife': 3, 'dining table': 1, 'baseball bat': 1, 'carrot': 1, 'cell phone': 1}"
img/63795.png,"['person', 'tv', 'keyboard', 'mouse', 'chair', 'dining table', 'remote']","{'person': 7, 'tv': 2, 'keyboard': 1, 'mouse': 2, 'chair': 1, 'dining table': 1, 'remote': 1}"
img/14602.png,"['person', 'bottle', 'broccoli', 'remote', 'cell phone', 'bowl', 'spoon', 'refrigerator', 'dining table', 'banana', 'chair', 'cake', 'apple', 'sandwich', 'cup', 'fork', 'bed', 'donut']","{'person': 8, 'bottle': 2, 'broccoli': 3, 'remote': 2, 'cell phone': 1, 'bowl': 1, 'spoon': 1, 'refrigerator': 1, 'dining table': 1, 'banana': 1, 'chair': 1, 'cake': 1, 'apple': 1, 'sandwich': 1, 'cup': 1, 'fork': 1, 'bed': 1, 'donut': 1}"
img/39241.png,['person'],{'person': 1}
img/82675.png,"['person', 'surfboard']","{'person': 1, 'surfboard': 1}"
img/84321.png,"['person', 'handbag', 'cell phone']","{'person': 1, 'handbag': 2, 'cell phone': 3}"
img/42986.png,"['person', 'bed', 'dining table']","{'person': 7, 'bed': 3, 'dining table': 1}"
img/03267.png,"['person', 'umbrella']","{'person': 1, 'umbrella': 1}"
img/24815.png,"['teddy bear', 'pizza', 'umbrella', 'potted plant', 'donut', 'bird', 'bench', 'kite', 'cake']","{'teddy bear': 2, 'pizza': 1, 'umbrella': 1, 'potted plant': 1, 'donut': 1, 'bird': 1, 'bench': 1, 'kite': 1, 'cake': 1}"
img/47903.png,"['person', 'teddy bear', 'toothbrush', 'bed']","{'person': 3, 'teddy bear': 1, 'toothbrush': 1, 'bed': 1}"
img/78936.png,"['person', 'cell phone', 'handbag']","{'person': 10, 'cell phone': 5, 'handbag': 1}"
img/40572.png,['vase'],{'vase': 1}
img/41896.png,"['person', 'car', 'handbag', 'backpack', 'tie', 'umbrella', 'kite']","{'person': 21, 'car': 3, 'handbag': 3, 'backpack': 1, 'tie': 1, 'umbrella': 2, 'kite': 1}"
img/27410.png,"['person', 'kite', 'bird', 'backpack', 'donut', 'tie', 'cake', 'handbag', 'hot dog', 'bottle', 'umbrella']","{'person': 19, 'kite': 9, 'bird': 16, 'backpack': 3, 'donut': 2, 'tie': 2, 'cake': 1, 'handbag': 1, 'hot dog': 1, 'bottle': 1, 'umbrella': 1}"
img/08294.png,"['cat', 'oven', 'sink', 'car', 'bicycle']","{'cat': 2, 'oven': 3, 'sink': 3, 'car': 1, 'bicycle': 1}"
img/81075.png,"['person', 'handbag', 'backpack', 'tie']","{'person': 3, 'handbag': 5, 'backpack': 1, 'tie': 1}"
img/73049.png,"['person', 'handbag', 'book', 'refrigerator']","{'person': 1, 'handbag': 1, 'book': 3, 'refrigerator': 2}"
img/14765.png,"['person', 'book', 'dining table', 'laptop', 'bed', 'bowl', 'remote', 'clock', 'bottle', 'spoon', 'chair', 'cup']","{'person': 8, 'book': 4, 'dining table': 4, 'laptop': 1, 'bed': 1, 'bowl': 2, 'remote': 1, 'clock': 1, 'bottle': 2, 'spoon': 1, 'chair': 1, 'cup': 1}"
img/92683.png,"['person', 'car', 'truck', 'elephant', 'umbrella']","{'person': 5, 'car': 1, 'truck': 1, 'elephant': 1, 'umbrella': 2}"
img/47692.png,"['dog', 'motorcycle', 'handbag', 'backpack', 'bicycle', 'baseball glove', 'horse', 'teddy bear']","{'dog': 1, 'motorcycle': 2, 'handbag': 1, 'backpack': 1, 'bicycle': 1, 'baseball glove': 1, 'horse': 1, 'teddy bear': 1}"
img/40731.png,['person'],{'person': 1}
img/28716.png,"['person', 'baseball glove', 'oven', 'traffic light', 'tv', 'handbag', 'chair', 'bench']","{'person': 6, 'baseball glove': 2, 'oven': 2, 'traffic light': 1, 'tv': 1, 'handbag': 2, 'chair': 1, 'bench': 1}"
img/57869.png,"['bird', 'airplane']","{'bird': 10, 'airplane': 2}"
img/83046.png,"['person', 'toothbrush', 'zebra', 'tie', 'baseball glove', 'cell phone', 'spoon', 'handbag']","{'person': 3, 'toothbrush': 1, 'zebra': 1, 'tie': 1, 'baseball glove': 1, 'cell phone': 2, 'spoon': 1, 'handbag': 1}"
img/67951.png,"['person', 'tie', 'handbag', 'backpack']","{'person': 1, 'tie': 1, 'handbag': 1, 'backpack': 1}"
img/75923.png,"['person', 'chair', 'dog', 'bench', 'wine glass', 'couch']","{'person': 3, 'chair': 3, 'dog': 2, 'bench': 3, 'wine glass': 1, 'couch': 1}"
img/04127.png,"['person', 'tennis racket', 'bicycle', 'chair', 'handbag', 'umbrella', 'baseball bat', 'bench']","{'person': 5, 'tennis racket': 13, 'bicycle': 9, 'chair': 13, 'handbag': 2, 'umbrella': 2, 'baseball bat': 1, 'bench': 1}"
img/61058.png,"['person', 'chair', 'bench']","{'person': 2, 'chair': 2, 'bench': 1}"
img/26738.png,"['person', 'tie', 'sink', 'suitcase']","{'person': 2, 'tie': 2, 'sink': 3, 'suitcase': 1}"
img/60289.png,"['person', 'book', 'bottle', 'bed', 'backpack', 'handbag']","{'person': 6, 'book': 2, 'bottle': 1, 'bed': 1, 'backpack': 1, 'handbag': 1}"
img/87160.png,"['person', 'chair', 'bench', 'bicycle', 'baseball glove', 'skateboard', 'tie', 'toothbrush', 'baseball bat', 'bottle', 'suitcase']","{'person': 6, 'chair': 6, 'bench': 2, 'bicycle': 1, 'baseball glove': 1, 'skateboard': 2, 'tie': 1, 'toothbrush': 1, 'baseball bat': 1, 'bottle': 1, 'suitcase': 1}"
img/26910.png,"['tie', 'person', 'handbag', 'remote', 'cell phone', 'backpack', 'book']","{'tie': 2, 'person': 35, 'handbag': 2, 'remote': 2, 'cell phone': 1, 'backpack': 1, 'book': 1}"
img/16598.png,"['person', 'cell phone', 'tv', 'toothbrush']","{'person': 1, 'cell phone': 3, 'tv': 1, 'toothbrush': 1}"
img/57890.png,"['person', 'car', 'handbag', 'chair']","{'person': 13, 'car': 5, 'handbag': 1, 'chair': 1}"
img/53426.png,"['person', 'car', 'truck', 'remote', 'cell phone', 'bicycle']","{'person': 2, 'car': 13, 'truck': 1, 'remote': 2, 'cell phone': 1, 'bicycle': 1}"
img/40856.png,"['person', 'parking meter', 'tv', 'car', 'scissors', 'chair', 'refrigerator', 'motorcycle', 'handbag', 'cell phone', 'bicycle', 'backpack', 'orange', 'suitcase', 'toilet', 'truck', 'train', 'oven', 'umbrella', 'knife']","{'person': 1, 'parking meter': 1, 'tv': 2, 'car': 3, 'scissors': 2, 'chair': 3, 'refrigerator': 1, 'motorcycle': 2, 'handbag': 1, 'cell phone': 4, 'bicycle': 1, 'backpack': 1, 'orange': 1, 'suitcase': 2, 'toilet': 1, 'truck': 2, 'train': 1, 'oven': 1, 'umbrella': 1, 'knife': 1}"
img/43269.png,"['scissors', 'handbag', 'tie', 'knife', 'umbrella', 'horse', 'elephant']","{'scissors': 4, 'handbag': 1, 'tie': 5, 'knife': 1, 'umbrella': 1, 'horse': 1, 'elephant': 1}"
img/70381.png,"['person', 'tie']","{'person': 41, 'tie': 2}"
img/91063.png,"['bowl', 'oven', 'microwave', 'toilet', 'cup', 'clock', 'sink', 'cell phone', 'toaster', 'remote']","{'bowl': 1, 'oven': 2, 'microwave': 2, 'toilet': 3, 'cup': 1, 'clock': 2, 'sink': 1, 'cell phone': 1, 'toaster': 2, 'remote': 1}"
img/04135.png,"['person', 'tie', 'book', 'mouse', 'handbag', 'laptop', 'remote', 'hair drier']","{'person': 6, 'tie': 1, 'book': 21, 'mouse': 4, 'handbag': 2, 'laptop': 1, 'remote': 2, 'hair drier': 1}"
img/16870.png,['person'],{'person': 5}
img/54830.png,"['person', 'tie', 'suitcase', 'sink']","{'person': 3, 'tie': 2, 'suitcase': 2, 'sink': 1}"
img/57389.png,"['tie', 'person', 'cell phone', 'scissors', 'knife', 'spoon', 'hair drier']","{'tie': 2, 'person': 4, 'cell phone': 1, 'scissors': 2, 'knife': 1, 'spoon': 1, 'hair drier': 1}"
img/18674.png,"['cow', 'dog', 'sheep', 'bear', 'elephant']","{'cow': 8, 'dog': 2, 'sheep': 4, 'bear': 1, 'elephant': 3}"
img/34291.png,"['cake', 'tie', 'donut', 'bird']","{'cake': 4, 'tie': 1, 'donut': 3, 'bird': 1}"
img/05461.png,"['person', 'bench', 'tie', 'chair', 'remote', 'toilet', 'cell phone', 'couch']","{'person': 5, 'bench': 11, 'tie': 2, 'chair': 8, 'remote': 2, 'toilet': 1, 'cell phone': 1, 'couch': 1}"
img/02846.png,"['boat', 'car', 'suitcase', 'donut', 'cake', 'train', 'bed']","{'boat': 6, 'car': 5, 'suitcase': 3, 'donut': 1, 'cake': 1, 'train': 1, 'bed': 1}"
img/92836.png,"['cat', 'bed', 'dog', 'dining table']","{'cat': 2, 'bed': 2, 'dog': 1, 'dining table': 1}"
img/32410.png,"['person', 'bottle', 'handbag', 'skateboard', 'hair drier', 'backpack']","{'person': 4, 'bottle': 1, 'handbag': 3, 'skateboard': 1, 'hair drier': 1, 'backpack': 1}"
img/81690.png,['person'],{'person': 4}
img/46815.png,"['person', 'cell phone', 'clock']","{'person': 2, 'cell phone': 1, 'clock': 1}"
img/54820.png,['person'],{'person': 2}
img/85042.png,"['person', 'handbag', 'baseball bat', 'frisbee', 'book', 'traffic light', 'car', 'bottle', 'tennis racket', 'kite', 'backpack', 'banana']","{'person': 36, 'handbag': 1, 'baseball bat': 3, 'frisbee': 1, 'book': 1, 'traffic light': 1, 'car': 1, 'bottle': 1, 'tennis racket': 1, 'kite': 1, 'backpack': 1, 'banana': 1}"
img/75821.png,"['person', 'bicycle', 'chair', 'bench', 'skateboard', 'tie', 'suitcase', 'toothbrush', 'baseball glove', 'banana', 'bottle', 'baseball bat', 'bird', 'cell phone']","{'person': 7, 'bicycle': 2, 'chair': 9, 'bench': 1, 'skateboard': 1, 'tie': 1, 'suitcase': 1, 'toothbrush': 1, 'baseball glove': 1, 'banana': 1, 'bottle': 1, 'baseball bat': 1, 'bird': 1, 'cell phone': 1}"
img/68394.png,"['bird', 'bench', 'oven']","{'bird': 1, 'bench': 3, 'oven': 1}"
img/64907.png,"['person', 'boat', 'backpack', 'car', 'snowboard', 'cow']","{'person': 2, 'boat': 2, 'backpack': 2, 'car': 1, 'snowboard': 1, 'cow': 1}"
img/30849.png,"['person', 'cake', 'sheep', 'donut', 'teddy bear']","{'person': 1, 'cake': 2, 'sheep': 1, 'donut': 2, 'teddy bear': 1}"
img/98473.png,"['person', 'cell phone', 'dining table', 'remote', 'fork', 'cup', 'bowl']","{'person': 5, 'cell phone': 5, 'dining table': 4, 'remote': 4, 'fork': 1, 'cup': 1, 'bowl': 1}"
img/59671.png,"['person', 'handbag', 'chair']","{'person': 12, 'handbag': 2, 'chair': 1}"
img/47831.png,"['donut', 'cup', 'cake', 'bowl', 'scissors', 'dining table', 'spoon', 'carrot', 'hot dog', 'sandwich', 'vase']","{'donut': 3, 'cup': 2, 'cake': 1, 'bowl': 3, 'scissors': 2, 'dining table': 1, 'spoon': 1, 'carrot': 1, 'hot dog': 2, 'sandwich': 1, 'vase': 2}"
img/79031.png,"['scissors', 'tie', 'vase', 'bird', 'umbrella', 'cat', 'toothbrush', 'baseball bat', 'airplane', 'giraffe', 'teddy bear']","{'scissors': 1, 'tie': 2, 'vase': 1, 'bird': 1, 'umbrella': 3, 'cat': 1, 'toothbrush': 1, 'baseball bat': 1, 'airplane': 1, 'giraffe': 1, 'teddy bear': 1}"
img/74813.png,"['bed', 'person', 'teddy bear', 'banana', 'dog', 'remote', 'tie']","{'bed': 5, 'person': 19, 'teddy bear': 1, 'banana': 1, 'dog': 1, 'remote': 1, 'tie': 1}"
img/75280.png,"['person', 'backpack', 'couch', 'handbag', 'suitcase']","{'person': 3, 'backpack': 2, 'couch': 1, 'handbag': 2, 'suitcase': 1}"
img/84057.png,"['person', 'cake', 'umbrella', 'toothbrush', 'pizza', 'knife', 'fork', 'hot dog', 'sandwich', 'spoon', 'donut', 'clock', 'cell phone', 'tie', 'book', 'car']","{'person': 15, 'cake': 7, 'umbrella': 1, 'toothbrush': 4, 'pizza': 10, 'knife': 5, 'fork': 17, 'hot dog': 1, 'sandwich': 4, 'spoon': 6, 'donut': 1, 'clock': 4, 'cell phone': 2, 'tie': 1, 'book': 1, 'car': 1}"
img/57908.png,"['person', 'chair']","{'person': 1, 'chair': 1}"
img/34602.png,"['person', 'bottle', 'sports ball', 'bird', 'cup']","{'person': 7, 'bottle': 2, 'sports ball': 1, 'bird': 1, 'cup': 1}"
img/81035.png,"['person', 'toothbrush', 'cell phone', 'scissors']","{'person': 2, 'toothbrush': 2, 'cell phone': 5, 'scissors': 2}"
img/03765.png,"['person', 'cup']","{'person': 3, 'cup': 1}"
img/86179.png,"['person', 'car', 'tie', 'cup', 'sports ball', 'bottle', 'truck', 'bowl']","{'person': 2, 'car': 11, 'tie': 6, 'cup': 1, 'sports ball': 1, 'bottle': 1, 'truck': 1, 'bowl': 1}"
img/59107.png,"['person', 'book', 'chair']","{'person': 4, 'book': 1, 'chair': 2}"
img/51628.png,"['person', 'backpack', 'motorcycle', 'handbag', 'snowboard', 'baseball glove']","{'person': 18, 'backpack': 1, 'motorcycle': 1, 'handbag': 1, 'snowboard': 1, 'baseball glove': 1}"
img/71063.png,"['person', 'cell phone', 'remote', 'bench']","{'person': 2, 'cell phone': 1, 'remote': 1, 'bench': 1}"
img/36805.png,"['person', 'car']","{'person': 6, 'car': 1}"
img/79825.png,"['person', 'cell phone', 'laptop', 'backpack', 'book', 'cup', 'bench', 'sports ball', 'handbag', 'chair', 'wine glass', 'frisbee']","{'person': 9, 'cell phone': 12, 'laptop': 1, 'backpack': 2, 'book': 1, 'cup': 3, 'bench': 3, 'sports ball': 1, 'handbag': 3, 'chair': 2, 'wine glass': 1, 'frisbee': 1}"
img/04563.png,"['person', 'tie']","{'person': 3, 'tie': 2}"
img/01459.png,"['person', 'bird', 'kite', 'airplane']","{'person': 1, 'bird': 16, 'kite': 3, 'airplane': 1}"
img/38401.png,"['book', 'dining table', 'laptop', 'bed']","{'book': 2, 'dining table': 1, 'laptop': 1, 'bed': 1}"
img/69324.png,"['person', 'bench', 'couch', 'knife', 'chair', 'dog', 'wine glass', 'handbag']","{'person': 3, 'bench': 2, 'couch': 1, 'knife': 1, 'chair': 3, 'dog': 1, 'wine glass': 1, 'handbag': 1}"
img/90845.png,"['person', 'clock', 'cell phone']","{'person': 1, 'clock': 2, 'cell phone': 1}"
img/72419.png,"['person', 'sports ball', 'baseball glove', 'suitcase', 'motorcycle', 'bottle', 'frisbee', 'hair drier', 'cup', 'parking meter']","{'person': 6, 'sports ball': 2, 'baseball glove': 1, 'suitcase': 1, 'motorcycle': 1, 'bottle': 1, 'frisbee': 1, 'hair drier': 1, 'cup': 1, 'parking meter': 1}"
img/64297.png,"['suitcase', 'clock', 'train', 'bench', 'oven']","{'suitcase': 1, 'clock': 1, 'train': 3, 'bench': 4, 'oven': 1}"
img/43506.png,"['person', 'potted plant', 'tie']","{'person': 10, 'potted plant': 2, 'tie': 1}"
img/93874.png,"['sheep', 'cat', 'bird', 'dog', 'clock', 'bear', 'bench']","{'sheep': 1, 'cat': 1, 'bird': 1, 'dog': 1, 'clock': 1, 'bear': 1, 'bench': 1}"
img/84316.png,"['person', 'cup', 'bicycle', 'baseball bat', 'umbrella', 'dining table', 'chair', 'wine glass', 'scissors', 'handbag', 'airplane', 'toothbrush']","{'person': 6, 'cup': 2, 'bicycle': 2, 'baseball bat': 2, 'umbrella': 1, 'dining table': 1, 'chair': 1, 'wine glass': 1, 'scissors': 1, 'handbag': 1, 'airplane': 1, 'toothbrush': 1}"
img/05734.png,"['person', 'bear', 'sheep', 'cow', 'dog', 'teddy bear', 'bird', 'horse']","{'person': 2, 'bear': 1, 'sheep': 1, 'cow': 1, 'dog': 1, 'teddy bear': 1, 'bird': 1, 'horse': 1}"
img/82760.png,"['bird', 'fork', 'carrot', 'hot dog', 'spoon']","{'bird': 2, 'fork': 2, 'carrot': 2, 'hot dog': 1, 'spoon': 1}"
